Category,Subcategory,Difficulty,Question,Answer,Image
Science,General,Hard,What's defined as the distance between a lens and its focal point?,Focal Length,
Science,General,Hard,What energy unit is defined as the heat required to raise one kilogram of water by one degree Celsius?,One Calorie,
Science,General,Hard,What founding father was knocked unconscious while attempting to electrocute a turkey?,Benjamin Franklin,
Science,General,Hard,What continent is subjected to the world's largest ozone hole?,Antarctica,
Science,General,Hard,"What sea creature can have an eye measuring 16 inches across, the largest in the animal kingdom?",squid,
Science,General,Hard,"What explosive cosmic event was seen with the naked eye in 1987, for the first time in 383 years?",supernova,
Science,General,Hard,What three terms are represented in Newton's second law of motion F = ma?,"Force, mass, acceleration",
Science,General,Hard,How many of the nine planets have moons?,Seven,
Science,General,Hard,What were exterminated from Harvard's bio labs when they were found to be carrying radioactive chemicals into the walls?,Ants,
Science,General,Hard,What type of trees yield the resin used to produce turpentine?,Pine trees,
Science,General,Hard,What's the most malleable metal?,Gold,
Science,General,Hard,When drawing circles what instrument would you use?,Compass,
Science,General,Hard,What does a meteorologist study?,Weather,
Science,General,Hard,The chinese invented this black powder to make fireworks?,Gunpowder,
Science,General,Hard,This word describes the force that pulls objects to the middle of the earth?,Gravity,
Science,General,Hard,"What has a face, hands and wheels?",Clock,
Science,General,Hard,Nephrology is the study of which organs?,Kidneys,
Science,General,Hard,Where in the human body would you find the scaphoid bone?,Wrist,
Science,General,Hard,From the bark of which tree was aspirin originally obtained?,Willow,
Science,General,Hard,What is Acetic Acid more commonly known as?,Vinegar,
Science,General,Hard,Cumulus and Cirrus are types of what?,Clouds,
Science,General,Hard,Which grow upwards Stalactites or Stalagmites?,Stalagmites,
Science,General,Hard,"What can be Forked, Sheet or ball?",Lightning,
Science,General,Hard,When Litmus paper is in contact with Alkaline what colour does it become?,Blue,
Science,General,Hard,The best conductor of electricity is which metal?,Silver,
Science,General,Hard,The curved line between any two points on a circle is referred to as what?,An arc,
Science,General,Hard,Cumulus and Cirrus are types of what?,Cloud,
Science,General,Hard,Calcium Carbonate is more commonly known as what?,Chalk,
Science,General,Hard,Sugar found in fruit is known by what name?,Fructose,
Science,General,Hard,This metal is liquid at room temperature?,Mercury,
Science,General,Hard,The most sensitive of the senses is what?,Smell,
Science,General,Hard,These creatures were used to bleed patients in the nineteeth century?,Leeches,
Science,General,Hard,Acid turns Litmus paper which colour?,Red,
Science,General,Hard,This is the most common element in the universe?,Hydrogen,
Sports,Football,Hard,"In what country would you find Athletic Bilbao, Real Sociedad and F.C Levante?",Spain,
Sports,Football,Hard,"In what country would you find PSG, Olympique Lyonnais and Marseilla?",France,
Sports,Football,Hard,"In what country would you find FC Twente, Ajax and Feyenoord?",Holland,
Sports,Football,Hard,In what country would you find Olympiakos and Panathanaikos?,Greece,
Sports,Football,Hard,"In what country would you find Juventus, Lazio, Palermo and Internazionale?",Italy,
Sports,Football,Hard,"In what country would you find Bayer Levekusen, Borussia Monchengladbach and Hannover 96?",Germany,
Sports,Football,Hard,"In what country would you find Benfica, FC Porto and Sporting Lisbon?",Portugal,
Sports,Football,Hard,"In what country would you find Everton, Chelsea, Wigan and Tottenham Hotspurs?",England,
Sports,Football,Hard,"In what country would you find Celtic, Hearts & Hibernian?",Scotland,
Sports,Football,Hard,Who won the World Cup in 1930?,Uruguay,
Sports,Football,Hard,Who won the World Cup in 1934?,Italy,
Sports,Football,Hard,Who won the World Cup in 1938?,Italy,
Sports,Football,Hard,Who won the World Cup in 1950?,Uruguay,
Sports,Football,Hard,Who won the World Cup in 1954?,Germany,
Sports,Football,Hard,Who won the World Cup in 1958?,Brazil,
Sports,Football,Hard,Who won the World Cup in 1962?,Brazil,
Sports,Football,Hard,Who won the World Cup in 1966?,England,
Sports,Football,Hard,Who won the World Cup in 1970?,Brazil,
Sports,Football,Hard,Who won the World Cup in 1974?,Germany,
Sports,Football,Hard,Who won the World Cup in 1978?,Argentina,
Sports,Football,Hard,Who won the World Cup in 1982?,Italy,
Sports,Football,Hard,Who won the World Cup in 1986?,Argentina,
Sports,Football,Hard,Who won the World Cup in 1990?,Germany,
Sports,Football,Hard,Who won the World Cup in 1994?,Brazil,
Sports,Football,Hard,Who won the World Cup in 1998?,France,
Sports,Football,Hard,Who won the World Cup in 2002?,Brazil,
Sports,Football,Hard,Who won the World Cup in 2006?,Italy,
Sports,Football,Hard,Who won the World Cup in 2010?,Spain,
Sports,Football,Hard,Who won the Euros in 1960?,Russia,
Sports,Football,Hard,Who won the Euros in 1964?,Spain,
Sports,Football,Hard,Who won the Euros in 1968?,Italy,
Sports,Football,Hard,Who won the Euros in 1972?,Germany,
Sports,Football,Hard,Who won the Euros in 1976?,Czechoslovakia,
Sports,Football,Hard,Who won the Euros in 1980?,Germany,
Sports,Football,Hard,Who won the Euros in 1984?,France,
Sports,Football,Hard,Who won the Euros in 1988?,Netherlands,
Sports,Football,Hard,Who won the Euros in 1992?,Denmark,
Sports,Football,Hard,Who won the Euros in 1996?,Germany,
Sports,Football,Hard,Who won the Euros in 2000?,France,
Sports,Football,Hard,Who won the Euros in 2004?,Greece,
Sports,Football,Hard,Who won the Euros in 2008?,Spain,
Sports,Football,Hard,Who won the Champions League in 1956?,Real Madrid,
Sports,Football,Hard,Who won the Champions League in 1957?,Real Madrid,
Sports,Football,Hard,Who won the Champions League in 1958?,Real Madrid,
Sports,Football,Hard,Who won the Champions League in 1959?,Real Madrid,
Sports,Football,Hard,Who won the Champions League in 1960?,Real Madrid,
Sports,Football,Hard,Who won the Champions League in 1961?,Benfica,
Sports,Football,Hard,Who won the Champions League in 1962?,Benfica,
Sports,Football,Hard,Who won the Champions League in 1963?,Milan,
Sports,Football,Hard,Who won the Champions League in 1964?,Internazionale,
Sports,Football,Hard,Who won the Champions League in 1965?,Internazionale,
Sports,Football,Hard,Who won the Champions League in 1966?,Real Madrid,
Sports,Football,Hard,Who won the Champions League in 1967?,Celtic,
Sports,Football,Hard,Who won the Champions League in 1968?,Manchester United,
Sports,Football,Hard,Who won the Champions League in 1969?,Milan,
Sports,Football,Hard,Who won the Champions League in 1970?,Feyenoord,
Sports,Football,Hard,Who won the Champions League in 1971?,Ajax,
Sports,Football,Hard,Who won the Champions League in 1972?,Ajax,
Sports,Football,Hard,Who won the Champions League in 1973?,Ajax,
Sports,Football,Hard,Who won the Champions League in 1974?,Bayern Munich,
Sports,Football,Hard,Who won the Champions League in 1975?,Bayern Munich,
Sports,Football,Hard,Who won the Champions League in 1976?,Bayern Munich,
Sports,Football,Hard,Who won the Champions League in 1977?,Liverpool,
Sports,Football,Hard,Who won the Champions League in 1978?,Liverpool,
Sports,Football,Hard,Who won the Champions League in 1979?,Nottingham Forest,
Sports,Football,Hard,Who won the Champions League in 1980?,Nottingham Forest,
Sports,Football,Hard,Who won the Champions League in 1981?,Liverpool,
Sports,Football,Hard,Who won the Champions League in 1982?,Aston Villa,
Sports,Football,Hard,Who won the Champions League in 1983?,Hamburg,
Sports,Football,Hard,Who won the Champions League in 1984?,Liverpool,
Sports,Football,Hard,Who won the Champions League in 1985?,Juventus,
Sports,Football,Hard,Who won the Champions League in 1986?,Steaua Bucuresti,
Sports,Football,Hard,Who won the Champions League in 1987?,Porto,
Sports,Football,Hard,Who won the Champions League in 1988?,PSV Eindhoven,
Sports,Football,Hard,Who won the Champions League in 1989?,Milan,
Sports,Football,Hard,Who won the Champions League in 1990?,Milan,
Sports,Football,Hard,Who won the Champions League in 1991?,Red Star Belgrade,
Sports,Football,Hard,Who won the Champions League in 1992?,Barcelona,
Sports,Football,Hard,Who won the Champions League in 1993?,Marseille,
Sports,Football,Hard,Who won the Champions League in 1994?,Milan,
Sports,Football,Hard,Who won the Champions League in 1995?,Ajax,
Sports,Football,Hard,Who won the Champions League in 1996?,Juventus,
Sports,Football,Hard,Who won the Champions League in 1997?,Borussia Dortmund,
Sports,Football,Hard,Who won the Champions League in 1998?,Real Madrid,
Sports,Football,Hard,Who won the Champions League in 1999?,Manchester United,
Sports,Football,Hard,Who won the Champions League in 2000?,Real Madrid,
Sports,Football,Hard,Who won the Champions League in 2001?,Bayern Munich,
Sports,Football,Hard,Who won the Champions League in 2002?,Real MAdrid,
Sports,Football,Hard,Who won the Champions League in 2003?,Milan,
Sports,Football,Hard,Who won the Champions League in 2004?,Porto,
Sports,Football,Hard,Who won the Champions League in 2005?,Liverpool,
Sports,Football,Hard,Who won the Champions League in 2006?,Barcelona,
Sports,Football,Hard,Who won the Champions League in 2007?,Milan,
Sports,Football,Hard,Who won the Champions League in 2008?,Manchester United,
Sports,Football,Hard,Who won the Champions League in 2009?,Barcelona,
Sports,Football,Hard,Who won the Champions League in 2010?,Internazionale,
Sports,Football,Hard,Who won the Champions League in 2011?,Barcelona,
Sports,Football,Hard,What team would you find playing at Old Trafford?,Manchester United,
Sports,Football,Hard,What team would you find playing at Anfield?,Liverpool,
Sports,Football,Hard,What team would you find playing at The Stadium of Light?,Sunderland,
Sports,Football,Hard,What team would you find playing at Nou Camp?,Barcelona,
Sports,Football,Hard,What team would you find playing at Estadio Santiago Bernabeu?,Real Madrid,
Sports,Football,Hard,What team would you find playing at Vicente Calderon Stadium?,Athletico Madrid,
Sports,Football,Hard,What team would you find playing at Hampden Park?,Queens Park,
Sports,Football,Hard,What team would you find playing at Ibrox Stadium?,Rangers,
Sports,Football,Hard,What team would you find playing at Celtic Park?,Celtic,
Sports,Football,Hard,What team would you find playing at Estadio da Luz?,Benfica,
Sports,Football,Hard,What team would you find playing at Estadio do Dragao?,FC Porto,
Sports,Football,Hard,What team would you find playing at Juventus Stadium?,Juventus,
Sports,Football,Hard,What team would you find playing at San Siro?,Milan,
Sports,Football,Hard,What team would you find playing at Stadio Olimpico?,Roma,
Sports,Football,Hard,What team would you find playing at Mercedes-Benz Arena?,Stuttgart,
Sports,Football,Hard,What team would you find playing at Munich Olympiastadion?,Munich,
Sports,Football,Hard,What team would you find playing at Frankenstadion?,Nuremberg,
Sports,Football,Hard,What team would you find playing at Stade Velodrome?,Marseille,
Sports,Football,Hard,What team would you find playing at MMArena?,Le Mans,
Sports,Football,Hard,What team would you find playing at Stadium Municipal?,Toulouse,
Sports,Football,Hard,Football legends - From what country was Diego Maradona?,Argentina,
Sports,Football,Hard,Football legends - From what country was Pele?,Brazil,
Sports,Football,Hard,Football legends - From what country was Romario?,Brazil,
Sports,Football,Hard,Football legends - From what country was George Best?,Northern Ireland,
Sports,Football,Hard,Football legends - From what country was Ian Rush?,Wales,
Sports,Football,Hard,Football legends - From what country was Kenny Dalglish?,Scotland,
Sports,Football,Hard,Football legends - From what country was Bobby Charlton?,England,
Sports,Football,Hard,Football legends - From what country was Eusebio?,Portugal,
Sports,Football,Hard,Football legends - From what country was Franz Beckenbauer?,Germany,
Sports,Football,Hard,Football legends - From what country was Zinedine Zidane?,France,
Sports,Football,Hard,Football legends - From what country was Michael Platini?,France,
Sports,Football,Hard,Football legends - From what country was Roberto Baggio?,Italy,
Sports,Football,Hard,Football legends - From what country was Dennis Bergkamp?,Holland,
Sports,Football,Hard,Football legends - From what country was Rivaldo?,Brazil,
Sports,Football,Hard,Football legends - From what country was Ronaldo?,Brazil,
Sports,Football,Hard,Football legends - From what country was Ronaldinho?,Brazil,
Sports,Football,Hard,Football legends - From what country was Zico?,Brazil,
Sports,Football,Hard,Football legends - From what country was Socrates?,Brazil,
Sports,Football,Hard,Football legends - From what country was Hristo Sotichkov?,Bulgaria,
Sports,Football,Hard,Football legends - From what country was Roger Milla?,Cameroon,
Sports,Football,Hard,Football legends - From what country was Carlos Valderrama?,Colombia,
Sports,Football,Hard,Football legends - From what country was Pavel Nedved?,Czech Republic,
Sports,Football,Hard,Football legends - From what country was David Beckham?,England,
Sports,Football,Hard,Football legends - From what country was Michael Owen?,England,
Sports,Football,Hard,Football legends - From what country was Eric Cantona?,France,
Sports,Football,Hard,Football legends - From what country was Robert Pires?,France,
Sports,Football,Hard,Football legends - From what country was Patric Viera?,France,
Sports,Football,Hard,Football legends - From what country was Lilian Thuram?,France,
Sports,Football,Hard,Football legends - From what country was Oliver Kahn?,Germany,
Sports,Football,Hard,Football legends - From what country was Gerd Muller?,Germany,
Sports,Football,Hard,Football legends - From what country was Jurgen Klinsman?,Germany,
Sports,Football,Hard,Football legends - From what country was Francesco Totti?,Italy,
Sports,Football,Hard,Football legends - From what country was Alessandro Del Piero?,Italy,
Sports,Football,Hard,Football legends - From what country was Gianluigi Buffon?,Italy,
Sports,Football,Hard,Football legends - From what country was Hugo Sanchez?,Mexico,
Sports,Football,Hard,Football legends - From what country was Marco Van Basten?,Holland,
Sports,Football,Hard,Football legends - From what country was Johann Cruyff?,Holland,
Sports,Football,Hard,Football legends - From what country was Edgar Davids?,Holland,
Sports,Football,Hard,Football legends - From what country was Ruud van Nistelrooy?,Holland,
Sports,Football,Hard,Football legends - From what country was Jay Jay Okocha?,Nigeria,
Sports,Football,Hard,Football legends - From what country was Luis Figo?,Portugal,
Sports,Football,Hard,Football legends - From what country was Raul?,Spain,
Sports,Football,Hard,Football legends - From what country was Luis Enrique?,Spain,
Sports,Football,Hard,Football legends - From what country was Adriy Shevchenko?,Ukraine,
Sports,Football,Hard,What is the top division in Spain known as?,La Liga,
Sports,Football,Hard,What is the top division in England known as?,Premier League,
Sports,Football,Hard,What is the top division in Germany known as?,Bundesliga,
Sports,Football,Hard,What is the top division in France known as?,Ligue 1,
Sports,Football,Hard,What is the top division in Italy known as?,Serie A,
Sports,Football,Hard,What is the top division in Portugal known as?,Primeira Liga,
Sports,Football,Hard,What is the top division in Holland known as?,Eredivisie,
Sports,Football,Hard,'Goldenballs' is also known as who?,David Beckham,
Sports,General,Hard,Which colour would seperate the black and red on an archery target?,Blue,
Sports,General,Hard,How many red balls would you find in snooker?,15#7#6#12,
Sports,General,Hard,What colour flag is used when a starter brings the horses in line for a race?,White,
Sports,General,Hard,During a bully-off how many times are hockey sticks tapped together?,3#1#2#4,
Sports,General,Hard,You might 'catch a crab' in which sport?,Rowing,
Sports,General,Hard,In what sport is a 'chukka' a period of play?,Polo,
Sports,General,Hard,You might 'slam dunk' in which sport?,Basketball,
Sports,General,Hard,This cricketer was known as 'Beefy'?,Ian Botham,
Sports,General,Hard,An olympic sized pool has how many lanes?,8#6#12#10,
Sports,General,Hard,Left handed play is banned in which sport?,Polo,
Sports,General,Hard,The LA Lakers play what sport?,Basketball,
Sports,General,Hard,A ten pin bowling ball has how many holes?,3#0#2#4,
Sports,General,Hard,What do sumo wrestlers throw into the ring before a match?,Salt,
Sports,General,Easy,A snooker table has how many pockets?,6#4#0#8,
Cartoons,General,Hard,"What did Jeremy Boob, Ph.D., use to fix the sub's prop, enabling the Fab Four to escape the Blue Meanies in the 1968 cartoon fantasy Yellow Submarine?",Bubble gum,
Cartoons,General,Hard,What Nickelodeon cartoon series was named after the cartoonist's apartment manager?,Ren & Stimpy,
Cartoons,General,Hard,What was Woody Woodpecker's hometown called?,Puddleburg,
Cartoons,General,Hard,"Betty Boop, created by Max Fleischer, was a cartoon character based on which real-life actress?",Helen Kane,
Cartoons,General,Hard,"Which television cartoon figure wrote on his school chalkboard, ""I will not aim at the head"" and ""My name is not Dr. Death""?",Bart Simpson,
Cartoons,General,Hard,The rapid flashing of what cartoon sent 618 Japanese children to hospitals with nausea and seizures?,Pokemon,
Cartoons,General,Hard,Which TV show had Russian spies Boris Badenov and Natasha Fatale?,The Bullwinkle Show,
Cartoons,General,Hard,"In the cartoon Peanuts, Schroeder is a big fan of whose music?",Beethoven's,
Cartoons,General,Hard,"What cartoon character says ""Dagnabit""?",Deputy Dawg,
Cartoons,General,Hard,What is the name of the cartoon show that was a spin off from Happy Days?,The Fonz and the Happy Days Gang,
Cartoons,General,Hard,"Cartoonist Milton Caniff used who as his inspiration for the Dragon Lady in his ""Terry and the Pirates"" comic strip?",Joan Crawford,
Cartoons,General,Hard,Who teamed up with Barbera to form a cartoon movie studio?,Hanna,
Cartoons,General,Hard,"On the cartoon series The Flintstones, what lawyer never lost a case?",Perry Masonry,
Cartoons,General,Hard,"In the Mother Goose Goes Hollywood cartoon, released in 1938, what famous actress was caricaturized as Little Bo-Peep?",Katherine Hepburn,
Cartoons,General,Hard,Gene Kelly had an unusual dance partner in the 1945 movie Anchors Aweigh. Who was his partner?,Jerry,
Cartoons,General,Hard,Who was it that told the House Un-American Activities Committee that communist cartoonists might be using Mickey Mouse to spread propaganda?,Walt Disney,
Cartoons,General,Hard,"During the first Bugs Bunny cartoon, what character tried to kill him?",Elmer Fudd,
Cartoons,General,Hard,What studio created the cartoon versions of Laverne & Shirley?,Hanna & Barbera,
Cartoons,General,Hard,"In the cartoon Casper, the Friendly Ghost, Casper had a horse-ghost friend named what?",Nightmare,
Cartoons,General,Hard,What are the names of the cartoon character Mickey Mouse's two nephews?,Ferdy and Morty,
Cartoons,General,Hard,"In Disney cartoons, what was Goofy's nephew's name?",Gilbert,
Cartoons,General,Hard,"What is the last name of the cartoon characters Marge, Bart, and Homer?",Simpson,
Cartoons,General,Hard,What cartoon mice try to take over the world from their cages in Acme Labs?,Pinky and the Brain,
Cartoons,General,Hard,Who hosted the early series of The Pink Panther cartoons?,Lenny Schulz,
Cartoons,General,Hard,"On the Addams Family cartoons, who was the voice of Gomez?",John Astin,
Cartoons,General,Hard,Speedy Gonzales frustrates who in the cartoon Moby Duck?,Daffy Duck,
Cartoons,General,Hard,"What movie are Frozone, Syndrome and Bomb Voyage from?",The Incredibles,
Cartoons,General,Hard,"In Disney's Ratatouilie, what is the nasty restaurant critic's name, voiced by Peter O' Tool?",Anton Ego,
Cartoons,General,Hard,"Randall Boggs, Mike Wazowski, and James P Sullivan are characters from which Disney movie?",Monsters Inc,
Cartoons,General,Hard,"What was the name of the Disney cartoon character who sang ""I've Got No Strings?",Pinocchio,
Cartoons,General,Hard,An owl named Archimedes is featured in which Disney film?,The Sword in the Stone,
Cartoons,General,Hard,"In Disney's Fun and Fancy free, what does Bongo the bear ride?",A unicycle,
Cartoons,General,Hard,Orville the albatross can be found in which of Disney's cartoon features?,The Rescuers,
Cartoons,General,Hard,"In the Disney cartoon feature Robin Hood, what was the name of the snake?",Sir Hiss,
Cartoons,General,Hard,"In the Disney film Aladdin, who did the voice for the character of Jasmine?",Linda Larkin,
Cartoons,General,Hard,In 1928 who registered Mickey Mouse as a trademark?,Walt Disney,
Cartoons,General,Hard,The Whale's name in Disney's Pinocchio is what?,Monstro,
Cartoons,General,Hard,"In Basil, The great Mouse Detective, what kind of creature is Fidget?",Bat,
Cartoons,General,Hard,What is the hound named in Disney's The Fox and The Hound?,Copper,
Cartoons,General,Hard,"In Bambi, what word is used to describe animals in love?",Twitterpated,
Cartoons,General,Hard,"According to Walt, what Hollywood movie star was his inspiration for the witch in Snow White and the Seven Dwarfs?",Joan Crawford,
Cartoons,General,Hard,"When Lady and the Tramp dine together, what is the romantic song playing?",Bella Notte,
Cartoons,General,Hard,The song Under the Sea come is featured in which Disney cartoon?,The little Mermaid,
Cartoons,General,Hard,Disney's The Adventures of Ichavod and Mr Toad was later remade as what?,Sleepy Hollow,
Cartoons,General,Hard,"What kind of birds sing ""When I See an Elephant Fly"" from Disney's animated cartoon Dumbo?",Crows,
Cartoons,General,Hard,I'll Make Man Out of You was a song in which 1998 Disney animation?,Mulan,
Cartoons,General,Hard,"In Dumbo, what is the name of the mouse who befriends Dumbo?",Timothy,
Cartoons,General,Hard,"In Beauty and the Beast, what is ""Beauty's"" actual name?",Belle,
Cartoons,General,Hard,What Disney movie has a married couple called Roger and Anita Radcliffe?,101 Dalmatians,
Cartoons,General,Hard,"In The Jungle Book, what is the name of the snake?",Kaa,
Cartoons,General,Hard,What does the magician Merlin turn young Wart into in The Sword and the Stone?,Fish,
Cartoons,General,Hard,"In Jungle Book, what type of birds sing ""That's What Friends Are For""?",Vultures,
Cartoons,General,Hard,In what cartoon feature would one find Timothy Q Mouse?,Dumbo,
Cartoons,General,Hard,Tangled is based on which of the Grimms' fairy tales?,Rapunzel,
Cartoons,General,Hard,Walt Disney's Pluto is what kind of animal?,Dog,
Cartoons,General,Hard,"In Cinderella, what kind of animal is Lucifer?",Cat,
Cartoons,General,Hard,"In Fantasia, which regular Disney character appears?",Mickey Mouse,
Cartoons,General,Hard,What song is featured in Disney's Bambi?,Little April Showers,
Cartoons,General,Hard,"In their mines, what do the seven dwarfs dig for?",Diamonds,
Cartoons,General,Hard,Which of the Teletubbies has a triangular antennae?,Tinky Winky,
Cartoons,General,Hard,Which cat constantly chases Tweety Pie?,Sylvester,
Cartoons,General,Hard,Name the dog in 'The Magic Roundabout'?,Dougal,
Cartoons,General,Hard,This South Park character is normaly killed off in every episode?,Kenny,
Cartoons,General,Hard,What 'menace' had a dog named Gnasher?,Dennis The Menace,
Cartoons,General,Hard,Name the Police Officer in 'Top Cat' the cartoon series?,Officer Dibble,
Cartoons,General,Hard,Bedrock is the town for which cartoon series?,Flintstones,
Cartoons,General,Hard,Name the donkey in Winnie The Pooh?,Eeyore,
Cartoons,General,Hard,Fred Flintstone's favourite sport is?,Ten Pin Bowling,
Cartoons,General,Hard,The Flintstones pet dinosaur was called what?,Dino,
TV,General,Hard,Who was the lead in the original pilot for the successful TV science fiction show Star Trek?,Jeffrey Hunter,
TV,General,Hard,What size crew did Captain Kirk command aboard the starship Enterprise?,430#110#220#330,
TV,General,Hard,What famous former Star Trek actor directed Three Men and a Baby?,Leonard Nimoy,
TV,General,Hard,"Before gaining fame on Star Trek, in what movie did actor Leonard Nimoy first appear as an alien from outer space?",The Zombie Vanguard,
TV,General,Hard,"In TV's original Star Trek series, how did a salt shaker serve as a prop on early episodes?",A medical scanner,
TV,General,Hard,"In TV's Star Trek, who commanded the U.S.S. Enterprise Before Capt. James T. Kirk took command?",Captain Christopher Pike,
TV,General,Hard,"What science fiction TV show was originally going to be called ""Wagon Train to the Stars""?",Star Trek,
TV,General,Hard,"Which series was described by its creator as ""just another horse opera except they ride in a spaceship not on a nag.""?",Star Trek,
TV,General,Hard,What was antimatter used for on the starship Enterprise on the Star Trek TV series?,Power the ships engines,
TV,General,Hard,What is in Mr. Spock's blood that gives him green skin?,nickel and copper,
TV,General,Hard,In the original draft for the Star Trek TV series what was the name of the U.S.S. Enterprise?,The U.S.S. Yorktown,
TV,General,Hard,What does Mr. Spock of Star Trek have to have every seven years?,Sex,
TV,General,Hard,"Which Character used the phrase ""Lovely Jubbly""?",Del Boy Trotter,
TV,General,Hard,This talk show host played the role of Sofia in the Colour Purple?,Oprah Winfrey,
TV,General,Hard,This person has the nickname (The Fresh Prince)?,Will Smith,
TV,General,Hard,In the classic tv show Rainbow what type of creature was George?,Hippo,
VideoGames,General,Hard,"What game made popular the phrase ""Do a barrel roll?",Star Fox 64,
VideoGames,General,Hard,Who is the main character from Final Fantasy VII?,Cloud Strife,
VideoGames,General,Hard,What is Mario's surname?,Mario,
VideoGames,General,Hard,What was Mario's original name?,Jumpman,
VideoGames,General,Hard,In what game did Mario make his first appearance?,Donkey Kong,
VideoGames,General,Hard,Who was Sega's mascot?,Sonic the Hedgehog,
VideoGames,General,Hard,Who is the main character of Final Fantasy VIII?,Squall Lionheart,
VideoGames,General,Hard,What game mixed both Disney characters with Final Fantasy characters?,Kingdom Hearts,
VideoGames,General,Hard,Who is the main character in Kingdom Hearts?,Sora,
VideoGames,General,Hard,"In the original Kingdom Hearts, who is Sora looking for?",Kairi,
VideoGames,General,Hard,Who is the main character from Final Fantasy IX?,Zidane Tribal,
VideoGames,General,Hard,In what series of video games did Master Chief appear?,Halo,
VideoGames,General,Hard,What video game made the Golden Gun famous?,Goldeneye,
VideoGames,General,Hard,"Gran Turismo is exclusive to 1 console, what is it?",Sony Playstation,
